Rate,Effect,Noise_T,Noise_U,Size,C_Type,T_AUC,U_AUC,AVG_AUC,S_Type,AUC
0.01,0.01,0.35,0.35,0,PerfectClassifier,0.825739680809,0.820012713823,0.822876197316,TargetMaxTreatment,0.716758330637
0.01,0.01,0.4,0.4,0,PerfectClassifier,0.821428571429,0.782192084755,0.801810328092,TargetLeastLikely,0.425918528041
0.01,0.01,0.4,0.4,0,PerfectClassifier,0.821428571429,0.782192084755,0.801810328092,TargetMostLikely,0.785181696
0.01,0.01,0.4,0.4,0,PerfectClassifier,0.821428571429,0.782192084755,0.801810328092,TargetMaxTreatment,0.711100224041
0.01,0.01,0.45,0.45,0,PerfectClassifier,0.773658785592,0.789095065214,0.781376925403,TargetLeastLikely,0.420279530497
0.01,0.01,0.45,0.45,0,PerfectClassifier,0.773658785592,0.789095065214,0.781376925403,TargetMostLikely,0.732552154617
0.01,0.01,0.45,0.45,0,PerfectClassifier,0.773658785592,0.789095065214,0.781376925403,TargetMaxTreatment,0.652831685114
0.01,0.01,0.5,0.5,0,PerfectClassifier,0.76885680798,0.75008777674,0.75947229236,TargetLeastLikely,0.397011249978
0.01,0.01,0.5,0.5,0,PerfectClassifier,0.76885680798,0.75008777674,0.75947229236,TargetMostLikely,0.740107988867
0.01,0.01,0.5,0.5,0,PerfectClassifier,0.76885680798,0.75008777674,0.75947229236,TargetMaxTreatment,0.637119238845
0.01,0.01,0.55,0.55,0,PerfectClassifier,0.719755320679,0.696572580645,0.708163950662,TargetLeastLikely,0.406715596748
0.01,0.01,0.55,0.55,0,PerfectClassifier,0.719755320679,0.696572580645,0.708163950662,TargetMostLikely,0.699514185806
0.01,0.01,0.55,0.55,0,PerfectClassifier,0.719755320679,0.696572580645,0.708163950662,TargetMaxTreatment,0.606229782554
0.01,0.01,0.6,0.6,0,PerfectClassifier,0.70605815736,0.72424609289,0.715152125125,TargetLeastLikely,0.426249655692
0.01,0.01,0.6,0.6,0,PerfectClassifier,0.70605815736,0.72424609289,0.715152125125,TargetMostLikely,0.673783776396
0.01,0.01,0.6,0.6,0,PerfectClassifier,0.70605815736,0.72424609289,0.715152125125,TargetMaxTreatment,0.600033432088
0.01,0.01,0.65,0.65,0,PerfectClassifier,0.688485378952,0.691556630091,0.690021004521,TargetLeastLikely,0.4502774173
0.01,0.01,0.65,0.65,0,PerfectClassifier,0.688485378952,0.691556630091,0.690021004521,TargetMostLikely,0.660342388547
0.01,0.01,0.65,0.65,0,PerfectClassifier,0.688485378952,0.691556630091,0.690021004521,TargetMaxTreatment,0.610619805847
0.01,0.01,0.7,0.7,0,PerfectClassifier,0.657759456104,0.655758057665,0.656758756885,TargetLeastLikely,0.441012069838
0.01,0.01,0.7,0.7,0,PerfectClassifier,0.657759456104,0.655758057665,0.656758756885,TargetMostLikely,0.630793750407
0.01,0.01,0.7,0.7,0,PerfectClassifier,0.657759456104,0.655758057665,0.656758756885,TargetMaxTreatment,0.571805820245
0.01,0.01,0.75,0.75,0,PerfectClassifier,0.615439027368,0.627379974907,0.621409501137,TargetLeastLikely,0.460361032563
0.01,0.01,0.75,0.75,0,PerfectClassifier,0.615439027368,0.627379974907,0.621409501137,TargetMostLikely,0.600475243663
0.01,0.01,0.75,0.75,0,PerfectClassifier,0.615439027368,0.627379974907,0.621409501137,TargetMaxTreatment,0.560836276226
0.01,0.01,0.8,0.8,0,PerfectClassifier,0.610704365726,0.590600257452,0.600652311589,TargetLeastLikely,0.464007967551
0.01,0.01,0.8,0.8,0,PerfectClassifier,0.610704365726,0.590600257452,0.600652311589,TargetMostLikely,0.599375261586
0.01,0.01,0.8,0.8,0,PerfectClassifier,0.610704365726,0.590600257452,0.600652311589,TargetMaxTreatment,0.563383229137
0.01,0.01,0.85,0.85,0,PerfectClassifier,0.583074095023,0.580939540685,0.582006817854,TargetLeastLikely,0.462156350356
0.01,0.01,0.85,0.85,0,PerfectClassifier,0.583074095023,0.580939540685,0.582006817854,TargetMostLikely,0.57316102094
0.01,0.01,0.85,0.85,0,PerfectClassifier,0.583074095023,0.580939540685,0.582006817854,TargetMaxTreatment,0.535317371296
0.01,0.01,0.9,0.9,0,PerfectClassifier,0.557468608181,0.541797185274,0.549632896728,TargetLeastLikely,0.479203084821
0.01,0.01,0.9,0.9,0,PerfectClassifier,0.557468608181,0.541797185274,0.549632896728,TargetMostLikely,0.555725369552
0.01,0.01,0.9,0.9,0,PerfectClassifier,0.557468608181,0.541797185274,0.549632896728,TargetMaxTreatment,0.534928454372
0.01,0.01,0.95,0.95,0,PerfectClassifier,0.533561943674,0.518968862252,0.526265402963,TargetLeastLikely,0.482694007645
0.01,0.01,0.95,0.95,0,PerfectClassifier,0.533561943674,0.518968862252,0.526265402963,TargetMostLikely,0.532121913868
0.01,0.01,0.95,0.95,0,PerfectClassifier,0.533561943674,0.518968862252,0.526265402963,TargetMaxTreatment,0.514815921513
0.01,0.01,1.0,1.0,0,PerfectClassifier,0.501520713285,0.50043881975,0.500979766518,TargetLeastLikely,0.499239643358
0.01,0.01,1.0,1.0,0,PerfectClassifier,0.501520713285,0.50043881975,0.500979766518,TargetMostLikely,0.501520713285
0.01,0.01,1.0,1.0,0,PerfectClassifier,0.501520713285,0.50043881975,0.500979766518,TargetMaxTreatment,0.500760356642
